name,address,city,state,zipcode,phone,hours,email,website,store_front,age_range,deliver,lat,lng,county
The People's Collective,2869 Adams Ave,San Diego,CA,92116,6196772776,11 - 9 every day,tpcsafeaccess@gmail.com,,Yes,,,32.7628831,-117.1321337,San Diego
The Pharm San Diego,8670 Miramar Rd,San Diego,CA,92126,8583565556,Mon-Thurs 10:00 AM-12:00 AM. Fri & Sat 10:00 AM- 2:00 AM. Sun 10:00 AM-6:00 PM,,,,Yes,,32.8933193,-117.1367841,San Diego
California's Best Meds **SUMMER NIGHTS**,6186 University Ave,San Diego,CA,92115,6195824035,Mon-Sat10am-9pm Sun 10am-8pm,californiasbestmeds@yahoo.com,http://www.californiasbestmeds.org/,,Yes,,32.7535381,-117.0625457,San Diego
"GREEN CROP CO-OP.......""WHERE THE GRASS IS ALWAYS GREENER""",6957 El Cajon Blvd,San Diego,CA,92115,6194664200,Mon-Sat 10-9 Sun 10-8,contact@greencropcoop.com,,Yes,,,32.7685624,-117.0479472,San Diego
The Green Lantern,8783 Troy St,Spring Valley,CA,91977,6196540861,Mon - Sat 10am to  9pm Sun - 10am to 6pm,thegreenlantern619@yahoo.com,,Yes,Yes,,32.7366191,-117.0108826,San Diego
Green Works SD,6334 University Ave,San Diego,CA,92115,6192866844,"Sunday - Thursday 10am - 8pm, Friday & Saturday 10am - 10pm",info@greenworkscollective.com,http://www.greenworkscollective.com,Yes,Yes,,32.75465,-117.059416,San Diego
The PAC,7882 La Mesa Blvd,La Mesa,CA,91942,6193034079,9-7 M-F 11-5 SAT-SUN,info@thepacsd.com,http://www.thepacsd.com,Yes,Yes,,32.7670984,-117.0277824,San Diego
Alternative Resource Center and Collective,,San Diego,CA,92120,6192802722,10 AM- 10PM  7days,arcc@att.net,http://www.arccsd.com,,Yes,Yes,32.7926264,-117.0735241,San Diego
Green Power,9960 Campo Rd,Spring Valley,CA,91977,6193218766,m-sat 10 -9 sun 11- 5,longvore@hotmail.com,,Yes,,,32.7479108,-116.9812046,San Diego
"DSG MEDICAL CLINIC  EL CAJON,SANTEE,CHULA VISTA,  BONITA, COLLEGE, LEMON GROVE ,I B ,NATIONAL CITY",,San Diego,CA,92115,6194548123,9:00am-9:00pm,www.dsgmeds@yahoo.com,,,Yes,Yes,32.7612759,-117.0735241,San Diego
The Good Place... A Truly Compassionate Co-op,6063 Mission Gorge Rd,San Diego,CA,92120,6192832641,DAILY 10AM-10PM,comments@thegoodplacecoop.com,http://www.thegoodplacecoop.org,Yes,Yes,,32.7845449,-117.0978043,San Diego
CMC,7364 El Cajon Blvd,San Diego,CA,92115,,11:00 - 7:00,,,,,,32.769266,-117.039237,San Diego
Herbz2Go,3439 Adams Ave,San Diego,CA,92116,6196549226,11ish to 8ish EVERYDAY,herbz2go@yahoo.com,http://www.myspace.com/herbz2go,Yes,,Yes,32.7633491,-117.1195238,San Diego
The Dank Bank,7281 El Cajon Blvd,San Diego,CA,92115,6195890117,10am-12am,thedankbank619@yahoo.com,,Yes,Yes,,32.7687528,-117.0408039,San Diego
West Coast Farmacy College Area,6956 El Cajon Blvd,San Diego,CA,92115,6194654217,Mon-Fri 7am to 9pm Sat/Sun 11am to 9pm,westcoastwellness420@gmail.com,,,,,32.7687802,-117.0470823,San Diego
"Southern Lites Collective, Inc.",5945 Mission Gorge Rd,San Diego,CA,92120,6192839333,Sun.-Thur. 10am-8pm Fri.-Sat. 10am-9pm,southernlitescollective@yahoo.com,http://www.southernlitescollective.com,,Yes,,32.7825086,-117.0990104,San Diego
CALIFORNIA GREEN ROOM,5234 El Cajon Blvd,San Diego,CA,92115,6195825420,10 A.M.- 9 P.M Daily,Info@californiagreenroom.com,,,,,32.757634,-117.082888,San Diego
Summer Weekend Special @ Green Flash Medical: Insane Specials on Top Shelf Ounces & Half Ounces*!!!,903 Island Ave,San Diego,CA,92101,6196150000,10am-10pm,info@greenflashmedical.com,http://GreenFlashMedical.com,,,,32.7103588,-117.1563397,San Diego
VICTORY 215 COLLECTIVE,1025 W Laurel St,San Diego,CA,92101,6195441555,monday-saturday 10am to 10pm sunday 11am to 6 pm,victory215ok@yahoo.com,,,Yes,,32.729612,-117.172234,San Diego
Green Leaf Wellness - Free IPAD Raffle entry with $100 donation (Promo Extended for 1 last day),1747 Hancock St,San Diego,CA,92101,6195749500,"11am-8pm M-Sat, Sun 11am-6pm",info@greenleaf.cc,http://www.greenleaf.cc,Yes,Yes,,32.7415499,-117.183324,San Diego
BENEFICIAL CARE COLLECTIVE,740 Broadway,San Diego,CA,92101,6197022110,Mon-Sat 10am-10pm Sunday 12pm-8pm,office@sandiegobcc.com,,Yes,Yes,,32.7158523,-117.157686,San Diego
"California's Finest Cooperative - FREE GRAM OF OG & FREE T SHIRT on July 20, 2010!!",1133 Broadway,San Diego,CA,92101,6192384200,"Mon -  Fri 8am-11pm, Sat/Sun 11am-9pm",californiasfinestcoop@gmail.com,,Yes,Yes,,32.7156885,-117.154055,San Diego
ATHC,3251 4th Ave,San Diego,CA,92103,6198250955,M-Sat 10-7. Sunday 11-4.,athcsd@yahoo.com,http://www.athcsd.com,Yes,,,32.739439,-117.161035,San Diego
Altitude Organic San Diego,2110 Hancock St,San Diego,CA,92110,6192207100,Monday-Saturday 12-8,altitudeorganic@gmail.com,,Yes,,,32.74534,-117.189894,San Diego
Trichome Healing Collective,752 6th Ave,San Diego,CA,92101,6193389922,9am-9pm Sun - Thurs 9am-10pm Fri-Sat,trichomehealing@gmail.com,http://trichomehealing.com,Yes,Yes,,32.7133154,-117.159261,San Diego
Absolute Collective    ******Top Rated*******,2801 4th Avenue @ the corner of Olive St.,San Diego,CA,92103,6196302727,"Mon-Thurs 10-8, Fri/Sat 10-9",info@absolutesandiego.org,http://absolutesandiego.org,Yes,Yes,,32.734541,-117.1612442,San Diego
Made Fresh Daily Collective,4780 Mission Bay Dr,San Diego,CA,92109,3475711480,"Open Dail 10 am- Midnight - After 9pm, please call for appointment until midnight ( for existing patients only!! ) Unfortunately, NO NEW PATIENTS AFTER 9PM!!!",madefreshdailycollective@gmail.com,,Yes,Yes,,32.8070499,-117.219687,San Diego
The Green Dove Collective,4540 Kearny Villa Rd,San Diego,CA,92123,8582223613,"Mon-Sat: 11am-7pm,  Sun: 11am-6pm",info@greendovecollective.com,http://www.greendovecollective.com,Yes,,,32.822633,-117.145042,San Diego
Front St Herbal Health Cooperative,1602 Front St,San Diego,CA,92101,6197645451,MON-SAT11am-7pm CLOSED SUNDAY,frontstherbalhealth@yahoo.com,,Yes,,,32.722126,-117.165031,San Diego
Tri City,915 W. Grape St,San Diego,CA,92101,6194871598,Daily: 11:00AM - 9:00PM / Sunday: 11:00AM - 6:00PM,tricityholistic@gmail.com,http://www.tricityholistic.com,,Yes,,32.7269669,-117.1647094,San Diego
The Healing Cove Cooperative - MORE FULL MELTS IN!!,1446 Front St,San Diego,CA,92101,6193589664,"10:30am - 9PM Mon-Sat, 11-7 on Sundays",TheHealingCove@gmail.com,http://www.TheHealingCove.com,Yes,Yes,,32.72046,-117.165022,San Diego
Marijuana Medicine Evaluation Center,5205 Kearny Villa Way,San Diego,CA,92123,8002684420,,,,,,,32.829401,-117.13983,San Diego
Green Heart Cooperative,2469 Broadway,San Diego,CA,92102,6194879940,Monday - Saturday 11am - 10pm Sunday 12pm - 5pm (Subject to change during Football Season),Greenheartcoop@gmail.com,,Yes,,,32.7157176,-117.1410169,San Diego
healthcare alternatives,,San Diego,CA,92119,6192774523,8am-last order at midnight,healthcarealternatives@gmail.com,http://hca215.org,,,Yes,32.8112871,-117.0382158,San Diego
BEST BUDS,2405 Harbor Dr,San Diego,CA,92113,6193380420,11-8 daily,BestBudsCollective@gmail.com,http://BestBudsCollective.org,,,,32.692348,-117.139154,San Diego
West Coast Farmacy,2215 Kettner Blvd,San Diego,CA,92101,6192383538,Mon-Fri 7am to 8pm Sat/Sun 10am-8pm,,,,,,32.7274659,-117.1707415,San Diego
Horizon Collective Point Loma,3405 Kenyon St,San Diego,CA,92110,6192212932,10AM - 7pm,,,,,,32.748002,-117.213909,San Diego
Hillcrest Organics,1295 University Ave (upstairs),San Diego,CA,92103,6194971997,Monday thru Friday 11am - 7:45pm Saturday- Sunday 11am - 6:45pm,,,,,,32.7478638,-117.1647094,San Diego
California Sun,2230 5th Ave,San Diego,CA,92101,6196968843,10-Oct,,,,,,32.7287033,-117.160323,San Diego
Helping Hands Wellness Collective,3590 5th Ave,San Diego,CA,92103,6196833959,11:00am-7:00pm,helpinghandswellnesscollective@yahoo.com,http://www.facebook.com/hhwcsd,Yes,Yes,,32.74303,-117.160735,San Diego
Botanicure San Diego,3445 Midway Dr,San Diego,CA,92110,6192259227,"Mon, Fri, Sat:10am-10pm/ Tue -Thurs 10am- 9pm / Sun - 12 noon - 6 pm",botanicure.org@gmail.com,http://www.botanicure.org,Yes,,,32.750546,-117.213327,San Diego
B.C. HEALTH COOPERATIVES,1667 Euclid Ave,San Diego,CA,92105,6195344991,mon-sun 10AM-9PM,BCHEALTH@HOTMAILC.OM,,,,,32.722532,-117.0848572,San Diego
Horizon Collective La Jolla,1012 Prospect St,La Jolla,CA,92037,8584561779,Mon-Sat 10am-7pm Sundays 12-7pm,,http://www.securelogin-sacmedicinal.com/,,,,32.847681,-117.274748,San Diego
Tree House Club,3780 Hancock St,San Diego,CA,92110,6197942400,Mon-Thurs 10am-9pm Fri/Sat 10-10 Sun 10-6,,,,,,32.7577919,-117.2154364,San Diego
Tailored Health Care South Bay Cannabis Collective,1555 Palm Ave,San Diego,CA,92154,6192407246,Monday - Saturday 10-9 Sunday 11-6,mike@southbayTHC.com,http://www.SouthBayTHC.com,Yes,Yes,,32.5837588,-117.0997665,San Diego
South Bay Compassionate Center,1760 Palm Ave,San Diego,CA,92154,6194233100,Mon - Sat 10am - 8pm / Sunday 10am - 6pm,,,Yes,,,32.584702,-117.096029,San Diego
Healing Arts,4009 Park Blvd,San Diego,CA,92103,6192933600,10:30am - 9pm,theebudmaster@gmail.com,,Yes,Yes,Yes,32.7505887,-117.1462242,San Diego
Medithrive,1933 Mission St,San Francisco,CA,94103,4155562000,Open Daily: 11AM - 9PM,info@medithrive.com,http://www.medithrive.com,Yes,,,37.766169,-122.419424,San Francisco
Vapor Room (VR),607 Haight St,San Francisco,CA,94117,,Everyday 11am - 8 pm,,,,,,37.771634,-122.432311,San Francisco
Grass Roots Clinic (GRC),1077 Post St,San Francisco,CA,94109,4153464338,Mon. to Sat. 10p to 7p & Sun. 10a to 5p,,,,,,37.78663,-122.419413,San Francisco
Green Door (GD),843 Howard St,San Francisco,CA,94103,4155419590,Open 7 Days: 11a to 8p,,,,,,37.782282,-122.403528,San Francisco
Divinity Tree (DT),958 Geary St,San Francisco,CA,94109,4156149194,Mon. to Sat. 10am to 8pm and Sun. 11am to 6pm,,,,,,37.7862409,-122.419055,San Francisco
Re-Leaf Herbal Center (RHC),1284 Mission St,San Francisco,CA,94103,4153550420,Mon. to Sat. 12p to 8p,,,,,,37.7765472,-122.4145066,San Francisco
Nor Cal Herbal Relief Center (NCHRC),1545 Ocean Ave,San Francisco,CA,94112,4154697700,Tues. to Sat. 10a to 7p,,,,,,37.7243965,-122.4589597,San Francisco
Sanctuary,669 O'Farrell St,San Francisco,CA,94109,4158854420,,,,,,,37.7852559,-122.415647,San Francisco
"Bay Area Safe Alternatives Inc. (BASA, Inc)",1326 Grove St,San Francisco,CA,94117,4154091002,Open 7 Days: 11a to 9p,,,,,,37.7759631,-122.4384746,San Francisco
Love Shack (LS),502 14th St,San Francisco,CA,94103,4155525121,Mon. to Sat. 10a to 7p & Sun. 11a to 4p,,,,,,37.7680192,-122.4245637,San Francisco
Alternative Relief Co-op (ARC),1944 Ocean Ave,San Francisco,CA,94127,4152394766,Mon. to Sat. 12p to 7p,,,,,,37.726031,-122.463534,San Francisco
Market Street Cooperative,1884 Market St,San Francisco,CA,94102,4158646686,Tuesday-Sunday 12-7 pm and Mondays 12-3.,,http://MarketStreetCooperative.com,,,,37.7711479,-122.424847,San Francisco
Good Fellows Smoke Shop (GFSS),473 Haight St,San Francisco,CA,94117,4152551323,Open 7 Days: 10a to 10p,,,,,,37.771892,-122.429878,San Francisco
Ketama Cooperative,14 Valencia St,San Francisco,CA,94103,4158612451,Open daily   10-10,,,,,,37.7717319,-122.422568,San Francisco
Hope Net Co-Op (HN),223 9th St,San Francisco,CA,94103,4158634399,Mon. to Fri. 12p to 7p & Sat. 12p to 5p,,,,,,37.77483,-122.412561,San Francisco
The Patient Place (PP),4811 Geary Blvd,San Francisco,CA,94118,4152214367,Sa-Su 12   - 8PM,,,,,,37.7805276,-122.4709984,San Francisco
Emmalyn's California Cannabis Clinic (ECCC),1597 Howard St,San Francisco,CA,94103,4158611000,Open 7 Days: 10a to 8p,,,,,,37.77176,-122.41655,San Francisco
Bernal Heights Dispensary,33 29th St,San Francisco,CA,94110,4156425895,Open Everyday 8am - 8pm,info@bernalheightsdispensary.com,,,,,37.743818,-122.421628,San Francisco
SF Medical Cannabis Clinic #1 (SFMCC1),122 10th St,San Francisco,CA,94103,4156264781,Open M-W 11-7; Th - Sa 10-7; Su 11-6,,,,,,37.774644,-122.415749,San Francisco
Mr. Nice Guy (MNG),174 Valencia St,San Francisco,CA,94103,4158650990,Sun. to Thurs. 11a to 9p & Fri. to Sat. 11a to 11p,,,,,,37.770302,-122.422706,San Francisco
SPARC SF,1256 Mission St,San Francisco,CA,94103,4152527727,"Opening August 3, 2010",nicks@sparcsf.org,,Yes,Yes,,37.776961,-122.414225,San Francisco
Sweetleaf Collective (SC),,San Francisco,CA,,4152734663,Call,,,,,Yes,37.7749295,-122.4194155,San Francisco
Patients Helping Patients (PHP),Home Bike Delivery,San Francisco,CA,,4152407190,,,,,,Home Bike Delivery,37.7749295,-122.4194155,San Francisco
Alternative Herbal Health Services (AHHS),442 Haight St,San Francisco,CA,94117,4158641300,Open 11-8   M-SA,,,,,,37.772499,-122.429618,San Francisco
Starbuds Cannabis Club,3446 Santa Rosa Ave (Look for the STAR 3446 sign),Santa Rosa,CA,95407,7072060414,10-6:30 everyday except certain Holidays,mark@starbuds.net,http://www.starbuds.net,Yes,Yes,Yes,38.3986068,-122.7520139,Sonoma
The Heartful Living Association Delivery Service,,Napa,CA,94558,7073639496,7:00 am - 10:00 pm Sunday-Friday; 7-7 SaturdayDaily,geoffrey@thehla.org,http://www.thehla.org,,Yes,Yes,38.3047222,-122.2988889,Napa
North Bay Wellness Coop (NBWC),301 E Todd Rd,Santa Rosa,CA,95407,,Mon. to Fri. 10a 6:45p & Sat. 10a to 4:45p,,,,,,38.387416,-122.711627,Sonoma
Tree Of Life,4227 Lozano Ln,Fairfield,CA,94534,7074210420,Tues - Sat 11am to 6pm,,,Yes,,,38.248272,-122.075938,Solano
SOLACE HEALTH COLLECTIVE,1614 Sonoma Blvd,Vallejo,CA,94590,7076525474,DAILY 9AM-7PM,solacehealthcollective@live.com,,,,,38.1004872,-122.2549473,Solano
Peace in Medicine healing Center,6771 Sebastopol Ave,Sebastopol,CA,95472,7078234206,M-Sat 10:30am - 7pm and Sun. Noon to 7pm,info@peaceinmedicine.org,http://www.peaceinmedicine.org/,Yes,,,38.4025505,-122.8208282,Sonoma
7 Stars Holistic Healing Center,3288 Pierce St,Richmond,CA,94804,5105277827,,,,,,,37.898898,-122.307341,Contra Costa
East Bay Patients Association,3223 Pierce St,Richmond,CA,94804,5105270420,,,,,,,37.899436,-122.309341,Contra Costa
North Bay Alternative Healing,1516 Napa St,Vallejo,CA,94590,,"Open Mon-Sat 10:30 - 7:30, Sun Noon - 7:30",,,,,,38.109536,-122.251161,Solano
"Alternatives, A Health Collective",3020 Santa Rosa Ave,Santa Rosa,CA,95407,7075269333,Mon-Sat 10-6 Sun 10-4,Alternativescollective@gmail.com,,Yes,,,38.403549,-122.712818,Sonoma
Mercy Wellness Of Cotati Medical Marijuana,7950 Redwood Dr,Cotati,CA,94931,7077951600,Mon-Friday 10am-6pm Sat 10am-7pm Sun 1pm-5pm,Mercy.mmd@hotmail.com,http://www.MercyMMD.org,,Yes,,38.332278,-122.714038,Sonoma
C3 Collective - New Collective in Contra Costa County,1291 Oakland Blvd,Walnut Creek,CA,94596,9259547022,M-F 12pm-7pm Sat 10am-4pm,info@c3collective.com,http://www.c3collective.com,,,,37.897491,-122.070412,Contra Costa
Town & Country Cooperative serving all of East Bay,,Concord,CA,94523,8884204899,"10-7, Monday to Saturday",info@tandc.org,http://tandc.org/,,Yes,Yes,37.9448915,-122.0723816,Contra Costa
The PineApple Express,,Concord,CA,94521,9257277594,9am-9pm Daily,info@thepineappleexpress.org,http://www.thepineappleexpress.org,,Yes,Yes,37.9728801,-121.9643745,Contra Costa
Delta's Finest Delivery Service,,Vacaville,CA,95688,7076397141,11am to 7pm,deltas_finest@yahoo.com,http://www.dfidelivery.com,,Yes,Yes,38.3565773,-121.9877444,Solano
Bluegrass Wellness Collective,,Fairfield,CA,94535,7073446865,11:30 - 9:00,bluegrasswellness@gmail.com,http://www.bluegrasswellness.info,,,Yes,38.262779,-121.927498,Solano
Green Remedy,2928 Hilltop Mall Rd,Richmond,CA,94806,5107587898,11am - 7pm,greenremedycollective@gmail.com,,Yes,,,37.9791219,-122.331953,Contra Costa
NBD Collective,7180 Thornton Ave,Newark,CA,94560,5104017188,Monday-Saturday: 11AM-7PM; Sunday: 12PM-6PM,ebc94560@gmail.com,,Yes,,,37.530077,-122.037265,Alameda
Garden of Eden,21227 Foothill Blvd,Castro Valley,CA,94546,5102009555,Open 9-9 daily; no new patients after 7 pm,,,,,,37.6854557,-122.0927806,Alameda
HerbalEssence925,5065 Clayton Rd,Concord,CA,94521,9258496750,10am to 7pm,herbessence@rocketmail.com,,,Yes,,37.957084,-121.970366,Contra Costa
Quality Cannabis in a Comfortable Setting with Great Service (Se habla Español),221 Tewksbury Ave,Richmond,CA,94801,5102321329,"Mon - Sat 10 to 8, Sunday 11 to 6",,,Yes,,,37.928257,-122.385879,Contra Costa
Pacific Alternative Health Center,116 Washington Ave,Richmond,CA,94801,5107789242,10 AM - 7 PM,breakfast@pacalthealth.org,,,,,37.92705,-122.385237,Contra Costa
"Town & Country is a medical marijuana cooperative serving SF, Oakland and all the Bay Area",,Oakland,CA,94612,8884204899,"10-7, Monday to Saturday",info@tanc.org,http://tandc.org/,,Yes,Yes,37.8113159,-122.2682245,Alameda
Harborside Health Center (HHC),1840 Embarcadero,Oakland,CA,94606,5105330146,Open 7 Days: 11am to 8pm,,,,,,37.783965,-122.242329,Alameda
Blue Sky Coffee Shop,377 17th St,Oakland,CA,94612,5102510690,"Mon. to Fri. 9a to 8p & Sat. 10a to 8p, Sun. 10a to 6p",,,,,,37.8059412,-122.2679871,Alameda
Purple Heart Patient Center (PHPC),415 4th St,Oakland,CA,94607,,,,,,,,37.796893,-122.274792,Alameda
GDP Collective,2924 Hilltop Mall Rd,San Pablo,CA,94806,5102437575,Mon-Fri 11am - 7pm Sat-Sun 11am - 6pm,kengrandaddy@gmail.com,http://www.granddaddypurp.com,,,,37.9791251,-122.3319568,Contra Costa
Marijuana Medicine Evaluation Center,556 W Grand Ave,Oakland,CA,94612,8002684420,,,http://marijuanamedicine.com,,,,37.812422,-122.270479,Alameda
Bulldog Coffee Shop,1739 Broadway,Oakland,CA,94612,,,,http://oaksterdamgiftshop.net/buco.html,,,,37.8072918,-122.2694366,Alameda
El Camino Wellness Center,2511 Connie Dr,Sacramento,CA,95815,9164732427,"10:00-7:00 Everyday, 10:00-8:00 on Fridays",elcaminowellnesscenter@gmail.com,http://www.elcaminowellnesscenter.com,,,,38.611569,-121.421229,Sacramento
City of Trees Compassionate Care,6743 Fair Oaks Blvd,Carmichael,CA,95608,9164811116,"Monday-Saturday: 10AM-7PM, Closed on Sunday",COTCarmichael@gmail.com,,Yes,Yes,,38.617127,-121.3282843,Sacramento
1 Solution,3901 Madison Ave,North Highlands,CA,95660,9169939924,MON-SAT (10AM-7PM),sacsolution@gmail.com,,Yes,Yes,,38.661704,-121.373009,Sacramento
The Green Temple Non Profit - Best in the West!,3244 Fulton Ave,Sacramento,CA,95821,9166702299,11-8 / 7days a week,,,Yes,,,38.624696,-121.401053,Sacramento
Another Choice Sacramento's Newest Upscale Dispensary !,,Sacramento,CA,95827,9168214480,10-8 7 Days A Week,anotherchoicecollective@gmail.com,,,Yes,Yes,38.5544039,-121.3255688,Sacramento
Green Earth Delivery,,Sacramento,CA,95821,9169721919,Open Daily at 11:00 AM,members@greenearthdelivery.net,http://greenearthdelivery.net,,Yes,"Green Earth Care Collective and Delivery Service                        
                        Yes",38.6228166,-121.3827505,Sacramento
BCG Collective - offering free medicine and cash for life programs,,Gold River,CA,95670,9165349800,10AM - 9PM,admin@bcgcollective.org,http://www.bcgcollective.org,,,Yes,38.6262937,-121.2466156,Sacramento
Northern Exposure Cooperative,,Folsom,CA,95630,9163976710,10am - 10pm,greenfavors@gmail.com,http://northernexposureonline.com,,Yes,Yes,38.6779591,-121.1760583,Sacramento
Hugs Alternative Care,2035 Stockton Blvd,Sacramento,CA,95817,9164523699,Open 10-8,,,,,,38.5591128,-121.4618386,Sacramento
Unity Non Profit Collective,1832 Tribute Rd,Sacramento,CA,95815,9165641824,Mon.-Sat. 10-7 Sunday 12-5,unitynonprofitcollective@gmail.com,http://www.unitynpc.org,,,,38.5986987,-121.4464057,Sacramento
South Sacramento Care Center,114 Otto Cir,Sacramento,CA,95822,9163931820,9am -7pm,sosaccarecenter420@yahoo.com,,,,,38.5089239,-121.4761392,Sacramento
Florin Wellness Center (FWC),7047 S Land Park Dr,Sacramento,CA,95831,9163918200,10a to 8p 7 days a week,,,,,,38.4973014,-121.5104962,Sacramento
Doctor's Orders Co-Op,1704 Main Ave,Sacramento,CA,95838,9165642112,Monday thru Saturday 10AM to 6PM,,,,,,38.654336,-121.426306,Sacramento
Fruitridge Health and Wellness Center,2831 Fruitridge Rd,Sacramento,CA,95820,9167063806,,info@fhwcc.org,,,,,38.525346,-121.476345,Sacramento
Sacramento Healing Center,2014 10th St,Sacramento,CA,95818,9169300939,Open 10:30-7 M-Sa,,,,,,38.568907,-121.498783,Sacramento
Green Solutions is the bomb,1404 28th St,Sacramento,CA,95816,9167063568,9am-8pm,rdmedicine@yahoo.com,,,,,38.569224,-121.471478,Sacramento
Green Corner Collective,289 Arden Way,Sacramento,CA,95815,9165500190,MON-SUN 10am to 7pm,GreenCornerCollective@gmail.com,http://www.GreenCornerCollective.com,Yes,,Yes,38.6064258,-121.4589586,Sacramento
ALTERNATIVE MEDICAL CENTER,8665 Folsom Blvd,Sacramento,CA,95826,9163863588,10AM-7PM MON-SAT 11AM-6PM SUN,amccollective@yahoo.com,,Yes,,,38.5496643,-121.3831354,Sacramento
Grass,4381 Gateway Park Blvd,Sacramento,CA,95834,9164196322,,info@215grass.com,http://215grass.com/,Yes,,,38.649908,-121.503291,Sacramento
Northstar Holistic Collective,1236 C St,Sacramento,CA,95814,9164764344,M-S 10-7 SUN 11-4,jeremynhc@gmail.com,,,,,38.586633,-121.486444,Sacramento
Canna Care,320 Harris Ave,Sacramento,CA,95838,9169251199,Daily 10-8,,,,,,38.638115,-121.457909,Sacramento
5800 ROSEVILLE -  RXPOTSHOP,5816 Roseville Rd,Sacramento,CA,95842,9165381006,"M - Sat 1pm-7pm , Sunday Closed",sales@rxpotshop.com,,,,,38.6721694,-121.3685129,Sacramento
All ABout Wellness,1900 19th St,Sacramento,CA,95811,9164544327,MON - SAT   10a - 8p    !     CLOSED SUNDAY,csgswellness@gmail.com,,,,,38.572342,-121.483044,Sacramento
12 Hour Care,6808 Fruitridge Rd,Sacramento,CA,95824,9163869727,Open 10 am - 10 pm daily,,,,,,38.5250263,-121.4237537,Sacramento
A Therapeutic Alternative,3015 H St,Sacramento,CA,95816,9164003095,Mon. to Fri: 10a to 7p & Sat: 10a to 6p & Sun: 10a to 4p,therapeuticalternative@yahoo.com,,,,,38.575471,-121.464876,Sacramento
Nor Cal Alternative Healing,515 Broadway,Sacramento,CA,95818,9164483590,Open M-Sa 10-7,,,,,,38.5654328,-121.5065938,Sacramento
The Holistic Collective - Sacramento,4261 Auburn Blvd,Sacramento,CA,95841,9162855822,Monday - Thursday 10:30am-7:00pm Friday - Saturday 10:30am-8:30pm Closed Sunday,thcsac@gmail.com,,Yes,,,38.644834,-121.364675,Sacramento
Marconi Medical Center,2105 Marconi Ave,Sacramento,CA,95821,9165651943,"Open M-Sa 10-7, Su 10-5",,,,,,38.619342,-121.417184,Sacramento
Valley Health Options,1421 Auburn Blvd,Sacramento,CA,95815,9167790715,Tues - Sun 10:00am - 6:00pm,vhoptions@yahoo.com,,,,,38.611655,-121.433789,Sacramento
Delta Health and Wellness,2418 17th St,Sacramento,CA,95818,9162319934,9 am -  9 pm,info@dhwstore.org,,Yes,,,38.561826,-121.491227,Sacramento
J street Wellness a CA nonprofit Corporation,2321 J St,Sacramento,CA,95816,9164928718,11-7 mon thru Fri,jstreetwellness@hotmail.com,,Yes,,,38.5755187,-121.474993,Sacramento
Kountry Klub Health Services,2235 Park Towne Cir,Sacramento,CA,95825,9168562709,M-F 10-7 S-S 10-4,shs420@att.net,,Yes,,,38.605497,-121.384669,Sacramento
SaraJane,908 21st St,Sacramento,CA,95816,9164468985,Tues-Sat 11am to 7pm,,,Yes,,,38.5771108,-121.4782341,Sacramento
Capitol Wellness Collective #2,2100 29th St,Sacramento,CA,95818,9167391471,10-7 Daily,,,Yes,,,38.5614104,-121.4738309,Sacramento
Capitol Wellness Collective,2400 14th St,Sacramento,CA,95818,9163259000,10-7 Daily,,,Yes,,,38.563305,-121.494908,Sacramento
Naturopathic Solutions,8785 Center Pkwy,Sacramento,CA,95823,9164056302,Mon-Sat 10-8,admin@naturopathicmeds.com,,Yes,Yes,,38.439228,-121.419033,Sacramento
Nature's 420,1133 Hilltop Dr,Redding,CA,96003,5306050545,"M-F 9am - 7pm, Weekends 10am - 4pm",dan@natures420.com,,Yes,Yes,,40.5912999,-122.356276,Shasta
American River Alliance,3830 Watt Ave,Sacramento,CA,95821,9163331871,11am-8pm,dankdeli@gmail.com,,Yes,,,38.635326,-121.382253,Sacramento
The Wellness Collective,430 N 16th St,Sacramento,CA,95811,9167066695,mon - sun 8-8,thewellnesscollective420@yahoo.com,,Yes,,Yes,38.591647,-121.479738,Sacramento
Magnolia Wellness – Orangevale’s Original and Best,"9198 Greenback Ln., Suite 204  (Enter on Chestnut)",Orangevale,CA,95662,9168657351,10 AM - 8 PM everyday,magnoliawellness@live.com,http://magnoliawellness.org/,Yes,Yes,Yes,38.6785145,-121.2257818,Sacramento
Gaia's Gift Cooperative-Sacramento's First and Only All Organic Cooperative,9353 Greenback Ln,Orangevale,CA,95662,9169872863,"10am-6pm Daily, After Hour Appointments Available Upon Request",marismclaughlin@gaiasgift.org,http://gaiasgift.org,Yes,Yes,,38.678655,-121.204823,Sacramento
natures Own,8880 Greenback Ln,Orangevale,CA,95662,9169872846,Mon.- Fri.11-7  Sat.11-7 Sun.12-5,naturesownhealing@yahoo.com,,Yes,Yes,Yes,38.678112,-121.226881,Sacramento
Northern Exposure Cooperative,,Placerville,CA,95667,9163976710,10am - 10pm,greenfavors@gmail.com,http://northernexposureonline.com,,Yes,Yes,38.7296252,-120.798546,El Dorado
Enso Wellness,6224 Walnut Ave,Orangevale,CA,95662,9169888500,Mon & Tues 12 to 7 Wed - Sun 10 to 7,ensowellness@gmail.com,,Yes,,,38.678716,-121.206617,Sacramento
GSPCC,233 Hwy 174,Colfax,CA,95713,5303462514,10 - 5  Mon-Sat,,,,,,39.1146706,-120.9187827,Placer
